descripcion,habitaciones,banios,parqueaderos,area_construida,area_privada,estrato,estado,antiguedad,piso,administeracion,precio_m2,barrio
"A-883 APARTAMENTO DUPLEX (Poblado, Castropol) 235 mts, 3 alcobas 4 baños, piso3, NO ascensor mezanine 1 Parqueadero porteria admin 650 (los valores que aquí presentamos, están sujetos a cambios sin previo aviso) .",3,2,,78 m²,78 m²,3,Bueno,más de 30 años,4,No definida,"$ 3.461.538,46*m²",Castropol - Medellín - Antioquia
BEMSA VENDE APARATAMENTO POBLADO PALMAS POR EL PADRE MARIANITO SECION DE DERECHOS PISO MUY ALTO CON GRAN VISTA UBICACION CALLE CERRADA SECTOR TRANQUILO Y CAMPESTRE LA UNIDAD OFRECE PISCINA PARA ADULTOS Y NIÑOS CANCHA DE SQUSH GIMNASIO PARA YOGA TURCO ESPACIOS PARA COWORKIN SALONES SOCIALES CONSTRUCCION TRADICIONAL ZONGARAJAE LINEAL UTIL SIN PICO Y PLACA EL APARTAMENTO TIENE 81.05 METROS OFRECE 2 ALCOBAS 2 BAÑOS BALCON COCINA ABIERTA EXCELENTES ACABADOS. 786-32650.,4,3,2,123 m²,123 m²,5,,9 a 15 años,3,$ 409.000 COP,"$ 5.284.552,85*m²",Las Palmas - Medellín - Antioquia
"APARTAMENTO NUEVO EXCELENTES ACABADOS MEDELLÍN SECTOR LA CASTELLANA. 3 habitaciones, 3 baños, la alcoba principal con balcón, hall de habitaciones, cocina abierta, zona de ropas independiente, sala, comedor, balcón amplio con excelente vista, piso alto, apartamento por piso, 2 parqueadero, cuarto útil, edificio cuenta con una terraza con salón social, gimnasio, turco, BBQ, video portero, estrato 5. ÁREA: 122 M2 ADMINISTRACIÓN: $380.000 APROX VALOR: 790 MILLONES.",3,2,,117 m²,117 m²,3,,16 a 30 años,3,No definida,"$ 3.376.068,38*m²",La Castellana - Medellín - Antioquia
"Sector exclusivo, tradicional, venta directa apartamento en Laureles 145 m2, balcón. 4 alcobas, 4 baños, vestier, 3 closets, sala, comedor, cocina integral, zona de ropas, 2 parqueaderos independientes, útil, portería Excelente conservación, amplios espacios, ventilación e iluminación natural. Estructura tradicional moderna. Sector residencial, excelente infraestructura urbana, comercial y de servicios. Los índices de valorización son altos, la ubicación y accesibilidad son destacables",3,2,1,65 m²,65 m²,3,,1 a 8 años,,No definida,"$ 4.153.846,15*m²",Laureles - Medellín - Antioquia
"VENTA DE BONITO APARTAMENTO EN EL SECTOR De la LOMA LOMA DEL INDIO .44 metros .2 habitaciones , un baño . Cocina integral , Sala comedor , balcon . PARQUEADERO PRIVADO Y CUARTO UTIL. la unidad es COMPLETA , con buenas zonas verdes y con cercania a la avenida las palmas. Una gran conectividad comercial y de vias .Porteria las 24 horas.",3,4,5,384 m²,384 m²,6,Bueno,más de 30 años,,$ 1.150.000 COP,$ 3.906.250*m²,Loma del Indio - Medellín - Antioquia
Vendo excelente apartamento con excelente ubicación a 2 cuadras de la estación Universidad del Metro 1 cuadra del Jardín botánico centros comerciales muy cerca hospitales y sitios de interés general Muy buena opción para inversionistas,3,5,1,365 m²,0 m²,6,,,1,$ 900.000 COP,"$ 3.561.643,84*m²",Sevilla - Medellín - Antioquia
"PV-22039. Apartamento en Proyecto nuevo con un diseño arquitectónico basado en la Geobiología, donde la distribución de los elementos que conforman los espacios, la iluminación y ventilación natural generan bienestar en quien los habita; Ubicado en el tradicional sector de Santa María de los Ángeles, un barrio exclusivo y tranquilo, el cual tiene acceso a la Av El Poblado y Av Las Vegas y con cercanía a Sao Paulo Plaza, Jumbo Las Vegas, Mall La Frontera, entre otros. Unica torre de 23 pisos y 2 sotanos de parqueaderos. Este apto esta ubicado en el piso 9, con 102, 31 m2, cuenta con: sala comedor, cocina integral, zona de ropas, 3 habitaciones (principal con baño y vestier), 3 baños, 2 parqueaderos paralelos y cuarto útil..",3,3,3,217 m²,217 m²,6,,16 a 30 años,,$ 1.044.000 COP,"$ 4.216.589,86*m²",Santa Maria de Los angeles - Medellín - Antioquia
"Espectacular apartamento MUUUY SILENCIOSO, y en una de las mejores ubicaciones del Poblado, Sector Balsos (alta valorización). Amplia y hermosa distribución. 3 hab Estudio Biblioteca o Hall de habitaciones Baños: 3, 5 Linos Cocina: cerrada Hab servicio Parqueaderos: 2 paralelos Útil Portería: 7/24 Numero de torres: 4 Apartamentos por piso: 2 Administración: $980.000 Impuesto Predial Trimestral: $1.200.000 Zonas comunes: Piscina adultos y niños, juegos infantiles.Salón social. BAJÓ DE PRECIO!!!.",3,2,,62 m²,62 m²,4,,9 a 15 años,10,$ 155.000 COP,"$ 4.322.580,65*m²",El Poblado - Medellín - Antioquia
"Apartamento en venta en Robledo. cuenta con 3 habitaciones, dos habitaciones con closet, un baño completo con ducha, cocina integral abierta e iluminada, sala comedor, balcón y zona de ropas. La unidad es completa cuenta con piscina, cancha, mini golf, salón de juegos, salón social, gimnasio y portería las 24 horas. proyecto construido por excelente firma constructora, ubicado en una zona de alta valorización, ideal para inversionistas o para vivienda. .",3,4,1,165 m²,165 m²,6,,1 a 8 años,4,$ 860.000 COP,"$ 7.272.727,27*m²",Occidente robledo - Medellín - Antioquia
"Simón bolívar, apartamento piso 4 con ascensor, 3 habitaciones la principal con Vestier y baño cabinado, 2 baños adicionales uno cabinado y el otro social, balcón, cocina integral red de gas, zona de ropas, hall, salón comedor, área 90 metros cuadrados, parqueadero y cuarto útil..",2,2,,63 m²,63 m²,3,,,3,No definida,"$ 3.968.253,97*m²",Simón Bolivar - Medellín - Antioquia
"Apartamento para la Venta Sector Almería, frente al D1 de la 35. Remodelado hace un mes. Piso Cerámicas gris nuevo 2 Habitaciones con Closet muy amplias 2 baños remodelados con cabinas nuevas ( baño cuarto principal y baño Social). Sala Comedor Cocina integral para estrenar Zona de ropa amplia Espacio de Estudio parte trasera. Red de gas nueva. Parqueadero Cuarto útil amplio. Puerta Blindada con 7 puntos de seguridad. Piso 3° Administración.",3,1,,45 m²,0 m²,3,,1 a 8 años,2,No definida,"$ 3.555.555,56*m²",La Almeria - Medellín - Antioquia
"VENDO APARTAMENTO EN TIERRA FIRME, 3 ALCOBAS, 2 BAÑOS, UNIDAD, PARQ Ubicado en una ciudadela de gran proyección urbanística, en unidad cerrada, cerca de sitios de interés como el Éxito de la 80, CC Mediterráneo e instituciones educativas como el Pascual Bravo, La Facultad de Minas y EL ITM. Posee 3 habitaciones con clóset, baño en la alcoba principal, pisos en porcelanato en áreas comunes y laminado en habitaciones, hall cocina integral abierta con barra, campana, horno y red de gas; calentador, baño auxiliar, balcón con espacio extendido, con ventana que conecta al mesón de la cocina, zona de ropas independiente, parqueadero cubierto y cuarto útil. El conjunto cuenta con lobbie, piscina de adultos y niños climatizada, portería con vigilancia 24/7, rondero, Gym, salón social, parqueadero de visitantes, placa polideportiva, zona infantil, turco, jacuzzis, casa de muñecas, 3 torres de 26 pisos con 2 ascensores por torre. .",4,6,4,483 m²,483 m²,6,,,,$ 1.218.000 COP,"$ 8.695.652,17*m²",San Germán - Medellín - Antioquia
"472-3491 Conaltura inmobiliria ofrece apartamento en venta en Poblado barrio patio bonito, cuenta con sala comedor, 2 alcobas, 2 baños cabinados, closet, vestier, cuarto de lino, balcon, zona de ropas, black out, puerta de seguridad, lamparas, cocina integral tipo americano, horno electrico, estufa a gas, calentador gas, pisos en madera laminada, parquedero cubierto, cuarto util. Ubicado en conjunto cerrado con 2 ascensores, circuito cerrado, porteria vigilancia, cancha multiple, gimnasio, juegos infantiles, zona BBQ, salon social, shut de basuras, piscina adultos, piscina niños, turco, jacuzzi, sauna, solarium, paqrueadero de visitantes, se permiten mascoyas, vista panoramica, zonas verdes, transporte publico cercano, sobre via secundaria. Cerca a la clinica las vegas, estacion metro poblado, parque poblado. 472-3491.",2,2,1,66 m²,0 m²,4,Excelente,menor a 1 año,Otro,$ 187.800 COP,"$ 5.303.030,3*m²",Patio Bonito - Medellín - Antioquia
"Código: 10364 Apartamento para la venta en Belén con muy buena ubicación, cerca a centros comerciales y Clínica de las Américas. Cuenta con: 3 habitaciones, 2 baños, 1 parqueaderos, 1 vestieres, 2 closets, sala/comedor, balcón, cocina integral, gas natural, ascensor, portería vigilancia 24/7 y piscina..",3,5,2,394 m²,394 m²,6,,menor a 1 año,,No definida,"$ 4.822.335,03*m²",Belén - Medellín - Antioquia
"ESTE ES UN HERMOSO PROYECTO UBICADO EN EL CAMPESTRE, UNA ZONA MUY APETECIDA POR ESTAR CERCA A LA AVENIDA EL POBLADO, CON ACABADOS MODERNOS INDUSTRIALES, UNA TERRAZA QUE RODEA TODA EL AREA SOCIAL Y LO ACOMPAÑA UNA JARDINERA QUE LE DA PRIVACIDAD; LA TERRAZA TIENE ESPACIO Y CONECCION PARA JACUZZY, PARA UN GYM O ZONA DE YOGA, Y APESAR DE SER PISO BAJO TIENE VISTA GARANTIZADA POR SU UBICACION. ES UN EDIFICIO DE UNA SOLA TORRE, CON SOLO 7 PISOS Y 15 APTOS. ESTE APTO ES IDEAL PARA EJECUTIVOS, EMPRESARIOS Y PERSONAS CON GUSTOS MUY MODERNOS Y AMANTES DE LA EXCLUSIVIDAD Y DISEÑO. .",3,2,,62 m²,62 m²,4,,9 a 15 años,5,No definida,"$ 4.193.548,39*m²",Poblado El Campestre - Medellín - Antioquia
"Apartamento de 270 mt2 (Área privada: 170 mt2) para la venta en Laureles. Cuenta con 3 alcobas, 3 baños, habitación de servicio, sala-comedor, balcón, cocina integral, 2 parqueaderos independientes..",3,3,2,162 m²,0 m²,6,,16 a 30 años,1,$ 550.000 COP,"$ 3.672.839,51*m²",Laureles - Medellín - Antioquia
"apartamento hermoso ubicado en el poblado de 206 mts2 , 4 HABITACIONES familiares , 3 habitaciones de ellas con baño , 3 BAÑOS familiares mas la del servicio con baño , . Estrato:6 . Administración:$820. Predial: $800.000 trimestrales EL METRAJE en escritura SON 146 MT2 Y EN terraza cubierta: 60 mts , un total de 206 mts2. La Unidad cuenta con juegos infantiles, piscina, salón social, zonas verdes, edificio reformado en fachada , apartamento es impecable..",3,5,1,525 m²,0 m²,6,,,1,$ 950.000 COP,"$ 2.571.428,57*m²",El Poblado - Medellín - Antioquia
"HERMOSO APARTAMENTO CON AMPLIOS ESPACIOS E ILUMINACION, EXCELENTE DISTRIBUCION Y UNA ESPECTACULAR VISTA A LA CIUDAD..",3,2,1,83 m²,83 m²,3,Bueno,más de 30 años,4,No definida,"$ 3.012.048,19*m²",Poblado la concha - Medellín - Antioquia
"Area 66 metros sala comedor balcón con hermosa vista 2 alcobas cada una con closet 2 baños cocina integral, zona de ropas indepndiente, parqueadero y cuaro util Unidad con piscina turco jacuzzi 2 salones sociales juegos infantiles y de mesa sendero de mascota PARA INVERSIONISTA, arrendado hasta el 25 de noviembre del 2023 .",3,2,1,75 m²,75 m²,4,,16 a 30 años,4,$ 222.500 COP,"$ 5.066.666,67*m²",Las Palmas - Medellín - Antioquia
"Tierra firme, apartamento piso 20, 3 habitaciones cada una con closets, 2 baños cabinados, cocina integral , red de gas, balcón, estudio, piso en porcelanato, parqueadero, cuarto útil, portería 24 horas, salón social, piscina , cancha de futbol, .",2,1,1,51 m²,51 m²,5,Excelente,1 a 8 años,Otro,$ 218.000 COP,"$ 6.176.470,59*m²",San Germán - Medellín - Antioquia
"Apartamento de 103 mt2 construidos, vista a la zona verde yaMedellin 3 habitaciones familiares 2 baños Salón comedor, balcón amplio Cocina integral cerrada 2 parqueaderos en linea Habitacion del servicio con baño 1 cuarto útil, Pisos en madera Valor de la Administración: $604.501 Impuesto predial: $2.301.279 Área construída: 103.00 metros Área privada: 95.08 metros Estrato: 6 Vetustez: 12 años de construida Unidad con piscina y porteria 24 horas.",3,2,1,87 m²,0 m²,4,Excelente,1 a 8 años,Otro,$ 376.000 COP,"$ 5.172.413,79*m²",El Poblado - Medellín - Antioquia
"Hermoso Penthouse duplex, con 4 alcobas cada una con baño y vestier, con todo a la mano, último piso. Área 368 metros, biblioteca, star, terraza muy amplia con manga sintética. Cocina abierta y remodelada, closet linos, cuarto útil interno, 4 parqueaderos paralelos, cuarto útil muy grande. Valor Aministración $1.200.000 Valor Predial $1.950.000 trimestral 20 apartamentos. Solo juegos infantiles. Avalúo catastral $717.511 .",3,2,1,79 m²,73 m²,5,Excelente,menor a 1 año,10,$ 208.000 COP,"$ 7.088.607,59*m²",Provenza - Medellín - Antioquia
"¡Apartamento de 70 m2! Cuenta con 3 alcobas con closet, 2 baños, cocina integral, sala comedor, balcón, zona de ropas, red de gas, calentador de agua, parqueadero, salón social, piscina, zona infantil, portería y vigilancia 24 horas. .",3,3,2,102 m²,0 m²,5,Excelente,1 a 8 años,Otro,$ 336.000 COP,"$ 7.352.941,18*m²",El Poblado - Medellín - Antioquia
"SE VENDE Apartamento Conjunto Residencial Urbanización Luna Del Bosque, Robledo la Campiña, Calle 65 # 97 AE - 20, piso 23 vista panorámica, con excelente iluminación, sin poniente. Cuenta con 3 habitaciones, 2 baños, PARQUEADERO PRIVADO DE CARRO, cocina integral, baño remodelado, ascensor. Portería 24 horas, senderos peatonales, juegos infantiles, piscina de adultos y niños, minigolf, gimnasio, salón social, cancha, billar la verdad las zonas sociales muy completas, administración $149.900.",3,1,,49 m²,0 m²,3,Excelente,menor a 1 año,Otro,$ 120.000 COP,"$ 3.469.387,76*m²",Robledo - Medellín - Antioquia
"Se Vende Apartamento ubicado en Laureles, 111.85 mtrs2, 3 alcobas, 2 baños, estudio con Balcón, cocina integral, zona de ropas, sala comedor muy amplios. Parqueadero doble lineal y cuarto útl El edificio cuenta con : Ascensor, vigilancia 24 horas, juegos para niños, sauna, turco, salón social. Agenda tu cita ya.. .",2,2,1,68 m²,68 m²,4,Excelente,1 a 8 años,13,$ 282.500 COP,"$ 4.705.882,35*m²",Laureles - Medellín - Antioquia
"Venta de apartamento listo para estrenar en Calasanz Ciudad Primavera, con una hermosa vista a la ciudad de Medellin. Muy cerca a la 80 con Colombia, con rutas de buses, comercio en el sector y hermosas zonas comunes para el disfrute de toda la familia. Esta unidad cuenta con porteria 24 horas, piscinas, zonas infantiles, gimnasio, cancha, zona de bbq, amplias vias..",2,2,1,58 m²,58 m²,4,Excelente,1 a 8 años,15,$ 210.000 COP,"$ 6.034.482,76*m²",Calasanz - Medellín - Antioquia
"Se Vende Bonito Apartamento en un 3° Piso sin Ascensor con un Área de 54m² distribuidos en: 2 Alcobas, 1 Baño, Sala Comedor con Ventanales, Cocina Integral, Zona de Ropas, Red de Gas con su respectivo Calentador. Está ubicado en un excelente punto cerca del Centro Comercial Los Molinos y a la Universidad de Medellín. Con muy acceso al transporte público. En unidad Cerrada y muy Buen estado..",3,3,1,156 m²,0 m²,4,,,1,$ 550.000 COP,"$ 3.397.435,9*m²",Belen La Palma - Medellín - Antioquia
"Tierra firme, hermoso apartamento amoblado , 3 habitaciones, la principal con Vestier y baño cabinado con vidrio templado, 2 closets, 1 baño social cabinado, cocina integral red de gas, zona de ropas, balcón, parqueadero, cuarto útil, portería 24 horas, 2 piscinas adultos y niños, cancha de futbol, salón de juegos, salón social, turco, jacuzzi, gimnasio..",3,2,,68 m²,0 m²,5,,,8,$ 280.000 COP,"$ 5.882.352,94*m²",San Germán - Medellín - Antioquia
"Se vende Apartamento ubicado en Estadio (Los Colores), Medellín. Cuenta con cocina integral, red de gas, zona de ropas, sala - comedor, balcón, tres (3) habitaciones, dos (2) baños, un (1) parqueadero cubierto. Tercer piso sin ascensor. Unidad privada con piscina, saln social, cancha de microfutbol, parque infantil, portería 24 horas. Excelente ubicacin, cercano a la estación estadio. ¡Precio Negociable! .",3,2,,60 m²,60 m²,4,,,8,$ 262.000 COP,$ 5.550.000*m²,Estadio - Medellín - Antioquia
"Apartamento en Venta en el trapiche Bello Area 59 metros confirmar con escritura Sala comedor balcón 3 alcobas 2 baños cocina integral con red de gas cocina integral zona de ropas Unidad completa, con piscina, juegos infantiles, salón social gimnasio, se encuentra arrendado en la actualidad SOLO PARA INVERSIONISTAS .",1,2,1,50 m²,50 m²,4,Bueno,menor a 1 año,,$ 312.000 COP,$ 8.800.000*m²,Bello - Medellín - Antioquia
"Hermoso apartamento en venta en Tierra firme, piso 17, 3 habitaciones cada una con closets, 2 baños cabinados con vidrio templado, estudio, cocina integral abierta con barra americana , sala comedor, balcón con hermosa vista, zona de ropas, piso en porcelanato, parqueadero de carro y de moto, cuarto útil. Urbanización cerrada , con amplias zonas comunes, piscina climatizada para adultos y niños, sauna, jacuzzi, salón social, , cancha de futbol, gimnasio..",3,2,1,96 m²,96 m²,4,Bueno,más de 30 años,,$ 385.000 COP,"$ 4.791.666,67*m²",San Germán - Medellín - Antioquia
