descripcion,habitaciones,banios,parqueaderos,area_construida,area_privada,estrato,estado,antiguedad,piso,administeracion,precio_m2,barrio
"Apartamento de 58 Mtrs Aprox. (Por confirmar sobre escrituras) espacios amplios, acabados modernos, buena iluminación, ubicado en piso alto con excelente vista externa, unidad cerrada con zonas comunes ideales para compartir en familia, el sector residencial cuenta con fácil acceso a rutas de transporte. 679-46955.",3,2,,93 m²,93 m²,6,,,,No definida,"$ 6.774.193,55*m²",Calasanz - Medellín - Antioquia
"Venta apartamento Calasanz. PARQUEADERO CUBIERTO, 3 alcobas, closets, 2 baños, sala, comedor, cocina integral, zona de ropas, ventana balcón, bien distribuido, ventilado, iluminado, vista a la ciudad campestre con senderos ecológicos, piscina, juegos infantiles, cancha de futbol y basquetbol, zona de mascotas, parqueadero visitantes. Zona de alta valorización por el desarrollo urbanístico actual, sector rodea de naturaleza. Excelente oportunidad, aprovecha y contáctanos!!!.",3,3,2,300 m²,300 m²,6,Excelente,menor a 1 año,,$ 800.000 COP,$ 14.000.000*m²,Calasanz - Medellín - Antioquia
"Apartamento en venta en unidad cerrada, sector tranquilo, campestre, cerca a centros comerciales, restaurantes, y servicios complementarios. Piso en madera, sala comedor, estudio, 2 alcobas con baño en la principal, cocina integral abierta, balcon y parqueaderos paralelos cubiertos. Conjunto cerrado con ascensor, salón social, sauna, zonas verdes, citofonia, vigilancia 24 hrs y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",3,4,,190 m²,190 m²,6,,,,No definida,"$ 6.842.105,26*m²",Alto de las Palmas - Envigado - Antioquia
"Espectacular oferta para adquirir apartamento full acabados, en Unidad cerrada con portería 24 horas, Gimnasio al aire libre, Parques infantiles, Salón social, Amplias zonas verdes, Linda vista a la ciudad, Parqueadero común cubierto o descubierto, excelente iluminación natural, soleado en la mañana en la habitación principal y en la tarde zona social.Ubicación con facilidad de acceso a transporte público (integrado del metro), Cerca del supermercado D1, Cercanía de tiendas de barrio, Cercanía",3,4,1,120 m²,120 m²,5,Excelente,menor a 1 año,,No definida,$ 5.250.000*m²,BARICHARA - San Antonio de Prado - Antioquia
"Ubicado en el barrio la mansión, comuna 8 Villa Hermosa. Cerca a Palos Verdes. Segundo piso en edificio de tres pisos. Fácil acceso a transporte público de buses e integrados del metro. Apartamento de 131 mts con 4 alcobas, baño grande, patio, balcón grande, cocina integral, sala y comedor..",3,2,2,72 m²,0 m²,6,,,2,$ 312.500 COP,"$ 6.319.444,44*m²",La Mansión - Medellín - Antioquia
Vendo excelente apartamento con excelente ubicación a 2 cuadras de la estación Universidad del Metro 1 cuadra del Jardín botánico centros comerciales muy cerca hospitales y sitios de interés general Muy buena opción para inversionistas,3,3,2,155 m²,155 m²,5,,9 a 15 años,5,$ 800.000 COP,"$ 6.709.677,42*m²",Sevilla - Medellín - Antioquia
Espectacular apartamento cercano a todo en la mejor zona de El Poblado 185 m2 3 habitaciones con baño / 3 bathrooms with bathroom Baño social / social bathroom Balcón / Balcony Cocina completa / complete kitchen Dos salas / Two living rooms Comedor / dining room Zona de ropas / laundry room Habitación del servicio / service room Unidad completa / complete urbanisation Gimnasio / gym Salón social / events room Terraza con vista panorámica / rooftop deck with panoramic view Predial 3.7 m anual Para más información contáctanos concretarco .,3,2,2,79 m²,79 m²,5,,9 a 15 años,4,$ 332.000 COP,"$ 6.012.658,23*m²",El Poblado - Medellín - Antioquia
Venta apartamento Medellín el Poblado Ubicación privilegiada en un sector tranquilo Área 140.60 mt Terraza 60.80 mt terraza 2 parqueadero paralelos 610.000 admin Predial 1.263.00 anual Remodelado 25 años de construido 2 habitaciones 2 Baños No portería Conserje lunes a sábado Circuito cerrado Estrato 5 .,3,3,2,150 m²,150 m²,6,,,15,No definida,"$ 5.993.333,33*m²",Castropol - Medellín - Antioquia
"Apartamento duplex en venta en Las Palmas, Medellín. Este lugar te encantará. Cuenta con una vista espectacular, espacios muy iluminados y acabados modernos. Sus 3 alcobas cuentan con baño privado y vestier, en la alcoba principal tendrás también balcón. Su zona social es amplia y se integra con su balcón y cocina abierta. Unidad con vigilancia 24 horas y variedad de zonas comunes. Fácil salida a la Avenida las Palmas. Agenda tu cita para conocer tu nuevo hogar. .",3,4,,229 m²,229 m²,6,,,,No definida,"$ 4.061.135,37*m²",Las Palmas - Medellín - Antioquia
"Hermoso apartamento con precio de OPORTUNIDAD cuenta con 141 mts de área construida y 65, 80 mts de terraza, con excelente distribución, cocina integral independiente, zona de ropas, sala comedor, 3 habitaciones, 3 baños, 1 alcoba de servicio con baño, parqueadero doble lineal, cuarto útil, primer piso. La unidad cuenta con piscina, salón social, parque infantil, zonas verdes, gimnasio, parqueadero de visitantes, ubicado en zona tranquila y residencial..",3,3,2,132 m²,0 m²,6,,,,$ 510.000 COP,"$ 6.439.393,94*m²",El Poblado - Medellín - Antioquia
"Venta de apartamento con excelente ubicación, cerca al centro comercial Vizcaya, El Tesoro , colegio Madre Antonia Cereni. Remodelado con buen gusto la cocina y la zona social, consta de 3 habitaciones, 2 baños, balcón con vista verde, parqueadero y cuarto útil. Unidad cerrada con vigilancia las 24 horas, ascensor, salón social, planta eléctrica, zonas comunes, juegos infantiles, cancha de fútbol, piscina adultos y niños, gimnasio y parqueaderos de visitantes. Predial de $450.000 trimestral. .",3,2,,93 m²,93 m²,4,,,,No definida,"$ 6.182.795,7*m²",Provenza - Medellín - Antioquia
"Edficio con portería 24 horas, vigilancia, salón social y turco. Laureles sector Lorena, cerca a San Juan y el primer parque de Laureles. Balcón en la sala comedor y en la habitación principal. Terraza Garaje cubierto Excelente ubicación .",2,2,1,61 m²,61 m²,5,Bueno,9 a 15 años,,$ 270.000 COP,"$ 5.409.836,07*m²",Laureles - Medellín - Antioquia
"Apartamento en venta en el Alto de Las Palmas, Medellín. Su diseño, vista, ubicación y tranquilidad, hacen de este apartamento el lugar ideal para ser tu nuevo hogar. Acabados modernos y llenos de elegancia. Todos sus espacios súper iluminados. Hermosa chimenea en piedra natural. Cocina con puerta corrediza que le permite quedar cerrada e independiente del comedor. Adicional, el valor del inmueble, incluye un cuarto de hobbies el cual podrás usar como tu oficina o un espacio con total independencia de tu apto para hacer otras actividades. La unidad cuenta con generosas zonas comunes para el disfrute de tus tiempos libres. Agenda tu cita y conoce más detalles de este espectacular apartamento. Puntos cercanos: Mall Indiana, Sancho Paisa, Viva Palmas, entre otros. .",2,2,1,65 m²,0 m²,3,Bueno,1 a 8 años,4,$ 110.000 COP,"$ 3.846.153,85*m²",Alto De Las Palmas - Medellín - Antioquia
"Apartamento en Laureles Área 165 mts Habitaciones 3 + servicio Baños 3 Biblioteca Parqueaderos 2 + 2 cuartos útiles Edificio con portería 24h , piscina , salón social juegos infantiles Admon 776.000 Predial 730mil aprox trimestral Precio 720.000.000.",3,4,,215 m²,215 m²,6,,,,No definida,"$ 6.511.627,91*m²",Laureles - Medellín - Antioquia
"Venta Apartamento poblado loma san julian area 84 metros cuadrados, costa de Balcon, sala comedor, cocina integral, zona de ropas, 3 alcobas, principal con baño y vestier, las otras 2 alcobas con closets, baño social, parqueadero, cubierto, unidad con excelentes zonas comunes, piscinas climatizadas, salon social , gimnasio, juegos infantiles, porteria 24 horas.",3,2,1,57 m²,57 m²,4,Bueno,16 a 30 años,,$ 273.000 COP,"$ 5.614.035,09*m²",El Poblado - Medellín - Antioquia
"Apartamento moderno para venta en Laureles construido en el 2016. El apartamento cuenta con una cocina integral moderna, sala comedor y una zona de terraza privada muy amplia. Cuenta con 3 habitaciones, la principal cuenta con vestier y baño privado. Las dos otras dos habitaciones son muy amplias y cuentan con balcón ..",2,2,,49 m²,0 m²,2,Excelente,menor a 1 año,2,No definida,"$ 2.755.102,04*m²",Laureles - Medellín - Antioquia
"Hermoso Apartamento, piso alto, con vista despejada, a una cuadra de parques del río, cuenta con gran iluminación natural, ubicado en un sector muy tranquilo y residencial, cuenta con 121 mtr distribuidos así : Ingresando encontramos a mano izquierda, baño social, seguido área social, cocina abierta integrada al área social, balcón con linda vista. 3 alcobas principal con baño, Vestier y balcón Baño auxiliar completo Cuenta con parqueadero lineal y útil Portería con video portero.",4,4,2,123 m²,123 m²,4,,16 a 30 años,,No definida,"$ 5.447.154,47*m²",Conquistadores - Medellín - Antioquia
"Código Arrendamientos Santa Fe: V11090. Propiedad ubicada cerca al cementerio La Candelaria y a la Parroquia San Vicente de Paul, con fácil acceso a rutas de transporte público y a principales vías de la ciudad como la calle 80 y la carrera 65..",3,2,,60 m²,60 m²,3,,,1,$ 68.000 COP,"$ 3.166.666,67*m²",Robledo - Medellín - Antioquia
"26 m2 distribuidos en 3 Habitaciones, 2 baños cabinados en vidrio templado, Habitación de Servicio con baño y Baño Social, balcón, salón comedor, estudio, cocina integral abierta con mesón en granito, zona de ropas independiente, red de gas, pisos en cerámica , 2 parqueaderos y cuarto útil. Unidad cerrada con portería las 24 horas, circuito cerrado de tv, ascensor, citofono, shut de basuras, zonas verdes, gimnasio, cancha deportiva, salón social, juegos infantiles, sauna, turco, piscina, parquea.",3,4,2,134 m²,134 m²,5,,1 a 8 años,Otro,$ 604.000 COP,"$ 7.835.820,9*m²",Castropol - Medellín - Antioquia
"2 alcobas, 3 closets, 2 baños, sala-comedor, estar de televisión, balcón, cocina integral abierta remodelada, zona de ropas, patio, 1 parqueadero, cuarto útil de muy buen tamaño. La unidad cuenta con piscina, salón social, juegos infantiles, gimnasio, cancha múltiple, zonas verdes, ascensor, portería 24 horas, parqueaderos de visitantes, mini mercado. Ubicado en la loma del indio parte baja, muy cerca a la avenida las palmas y al túnel de oriente, sector muy tranquilo y residencial..",3,4,2,161 m²,0 m²,5,Excelente,9 a 15 años,,No definida,"$ 5.031.055,9*m²",El Poblado - Medellín - Antioquia
Apartamento muy acogedor en la Urbanización cerrada Arboleda del Seminario Tercer piso Estrato 3 Área privada 47 10 metros cuadrados Sala comedor tres habitaciones todas con closet dos baños cabinados cocina zona de ropas red de gas calentador a gas vista hacia la montaña portería 24 7 zona social salón social piscina juegos para niños cancha de baloncesto zonas verdes senderos excelente servicio de transporte público No da el poniente excelente luz natural,2,2,,65 m²,0 m²,3,,9 a 15 años,,No definida,"$ 3.369.230,77*m²",Buenos Aires - Medellín - Antioquia
"APARTAMENTO EN UNIDAD CERRADA UBICADO EN EL SECTOR DE LA LOMA DEL INDIO PARTE MEDIA, CUENTA CON 2 ALCOBAS, CADA UNA CON CLOSET, ESTUDIO, 1 BAÑO, COCINA INTEGRAL APARTAMENTO REFORMADO. LA UNIDAD CUENTA CON PORTERÍA 24 HORAS, SALÓN SOCIAL, PARQUEADEROS COMUNES Y PISCINA. SECTOR RESIDENCIAL Y CON FÁCIL ACCESO A RUTAS DE TRANSPORTE. COD:.27631.....",3,1,,90 m²,0 m²,3,Excelente,más de 30 años,,No definida,"$ 2.222.222,22*m²",Loma del Indio - Medellín - Antioquia
"Apartamento en venta con excelentes acabados y totalmente remodelado, buenos espacios e iluminación, en exclusivo y reconocido sector de la ciudad. En unidad cerrada con zonas comunes completas y modernas, cerca a centros comerciales con entidades bancarias, supermercados, almacenes, restaurantes, con buenas vías de acceso y fácil transporte publico. 473-12073.",2,1,1,46 m²,44 m²,3,Excelente,menor a 1 año,4,$ 106.000 COP,"$ 4.173.913,04*m²",Castropol - Medellín - Antioquia
"Apartamento en venta en el sector La Concha, cerca a el mall Interplaza, Carulla, centro comercial Vizcaya, restaurantes y servicios complementarios. Piso en madera, sala y comedor independiente, estudio, 3 alcobas con baño en cada una, cocina integral abierta, alcoba y baño de servicio, balcon y parqueadero cubierto. Conjunto cerrado sin ascensor, parques infantiles, zonas verdes, vigilancia 24 hrs, citofonia y circuito cerrado de tv...",3,2,2,104 m²,104 m²,5,Excelente,menor a 1 año,8,$ 576.000 COP,"$ 6.971.153,85*m²",Transv Inferior - Medellín - Antioquia
"APARTAMENTO EN VENTA LAURELES SECTOR LA CASTELLANA UNIDAD COMPLETA. 3 habitaciones, alcoba de servicio, 3 baños, cocina integral, zona de ropas, sala, comedor, 2 balcones, piso 16, ascensores, 2 parqueaderos independientes, cuarto útil, unidad con piscina climatizada, solárium, gimnasio, sauna, turco, zona infantil, cancha múltiple, sendero ecológico, salón social, portería 24 horas, estrato 5. ÁREA: 95 M2 ADMINISTRACIÓN: $345.000 PEDIDO: 620 MILLONES.",2,2,1,61 m²,61 m²,5,Bueno,9 a 15 años,,$ 270.000 COP,"$ 5.409.836,07*m²",Laureles - Medellín - Antioquia
"Apartamento de 62 Mtrs Aprox. (Por confirmar sobre escrituras), espacios amplios e iluminados, acabados modernos, ubicado en piso alto para disfrutar de aire fresco y natural, la unidad residencial cuenta con zonas comunes ideales para compartir en familia. El sector cuenta fácil acceso a rutas de transporte. 679-46642.",3,2,,96 m²,96 m²,6,,,,No definida,"$ 6.145.833,33*m²",San German - Medellín - Antioquia
"Con inmejorable ubicación en el Poblado, muy cercal al centro comercial Santa Fe y a la Milla de Oro. Área 342 m2. 4 habitaciones todas con baño y vestidor. Sala y comedor independientes. Zona de oficina o estudio. Balcón de 20 m2 con excelente vista hacia Medellín. Cocina muy espaciosa, zona de ropas y habitación de servicio doble. 3 parqueaderos independientes, 3 cuartos útiles. El edificio cuenta con senderos verdes, gimnasio, salón social, cancha polideportiva. Vigilancia 24 horas.",4,4,2,139 m²,139 m²,5,Excelente,9 a 15 años,11,$ 550.000 COP,"$ 6.258.992,81*m²",Milla de Oro - Medellín - Antioquia
"Venta de apartamento, ubicado en el Poblado, la frontera. Cuenta con 90 metros, distribuido en salón-comedor con luminosidad y vista maravillosa, tres habitaciones ( la principal con baño y closet), las habitaciones auxiliares con closet, baño social, cocina integral, zona de ropas, parqueadero sencillo. La unidad cuenta con Juegos infantiles, salon social, cancha multiple, parqueadero de visitantes, porteria 24/7. Cerca al mall mall San Lucas, Sao Paulo, mall de la Frontera, supermercado Euro.C.",2,1,1,44 m²,0 m²,4,,,,$ 223.200 COP,"$ 5.909.090,91*m²",El Poblado - Medellín - Antioquia
"Apartamento en venta ubicado en excelente punto del Poblado, sector El Tesoro, cuenta con un área de 79 mts, 2 habitaciones, la principal con vestier, baño y balcón, baño social, balcón, sala comedor, cocina abierta, parqueadero sencillo. Valor de predial: $462.000 trimestral Sector muy tranquilo, muy cerca del Centro Comercial El Tesoro y fácil transporte público. La unidad cuenta con zonas verdes, juegos infantiles, Solarium con jacuzzi, gimnasio y turco, parqueadero de visitantes y portería 24 horas. Agenda tu cita. .",3,2,,85 m²,85 m²,6,,,,No definida,"$ 6.705.882,35*m²",El Tesoro - Medellín - Antioquia
"Apartamento en venta ciudad del Río , en unidad cerrada y completa, 3 habitaciones, la principal con baño privado, las otras dos comparten baño, todas con closet. Unidad completa: piscina, turco , jacuzzi, gimnasio, juegos infantiles, salón social, zonas verdes, seguridad 24 horas..",3,3,1,110 m²,100 m²,5,Excelente,16 a 30 años,2,$ 70.000 COP,"$ 4.090.909,09*m²",Ciudad del Río - Medellín - Antioquia
"SE VENDE APARTAMENTO EN BELEN ROSALES, CUENTA CON 3 HABITACIONES CON CLOSET, 2 BAÑOS, SALA COMEDOR, COCINA INTEGRAL, BALCON, ZONA DE ROPAS, ESTA UBICADA CERCA AL CENTRO COMERCIAL UNICENTRO..",2,2,1,63 m²,0 m²,5,,,5,$ 210.000 COP,"$ 4.920.634,92*m²",Belén Rosales - Medellín - Antioquia
"APARTA - ESTUDIO CON GARAJE EN VENTA SANTA MONICA A UNA CUADRA DEL BARRIO ALMERIA. 1 habitación independiente, 1 baño, sala, comedor, cocina integral, zona de ropas, segundo piso, buena luz natural, esquinero, parqueadero con puerta electrónica, estrato 5. ÁREA: 33 M2 ADMINISTRACIÓN: $35.000 PEDIDO: 225 MILLONES.",3,4,,190 m²,190 m²,6,,,,No definida,"$ 5.842.105,26*m²",Santa Mónica - Medellín - Antioquia
"1451 (dal) Vendo apartamento de 64 metros construídos, en Calasanz parte media, zona estrato 4, sector residencial, piso 2 por escalas, en unidad cerrada con piscina, zonas verdes y deportiva. El inmueble consta de salacomedor, balcón, 3 alcobas con closet, 2 baños completos, cocina integral, red de gas, zona de estudio, piso en cerámica y laminilla de madera, muy iluminado, cuenta con parqueadero. DEL TORO S.I..",3,3,2,116 m²,0 m²,6,Excelente,1 a 8 años,Otro,$ 539.000 COP,"$ 5.862.068,97*m²",Calasanz - Medellín - Antioquia
"Apartamento de 116 metros ubicado en los parque de conquistadores, cerca a Unicentro, dos balcones, muy iluminado",3,3,,148 m²,148 m²,6,,,,No definida,"$ 6.418.918,92*m²",Conquistadores - Medellín - Antioquia
"Amplio, Moderno, iluminado, Remodelado!! Apartamento duplex de 295 mts, con 3 habitaciones con baño y Vestier, aire acondicionado en cada habitación. Biblioteca, Balcón en habitación principal. Alcoba de servicio, zona de ropas. Moderna Cocina Abierta. Salón grande y Comedor independiente. Cuenta con una espectacular terraza de 55 mts con Jacuzzi y Turco. Tiene 2 parqueaderos, cada uno con útil, y un cuarto útil adicional en el piso del apartamento. La unidad cuenta con portería 24/7, Juegos de niños y Piscina. Lugar ideal pues puedes caminar al centro comercial, la iglesia y varios restaurantes. .",5,3,2,140 m²,140 m²,5,Bueno,16 a 30 años,Otro,$ 287.000 COP,$ 4.000.000*m²,San Lucas - Medellín - Antioquia
"3 alcobas, dos baños cocina integral balcon y ascensor",2,1,,70 m²,70 m²,3,Excelente,16 a 30 años,1,No definida,"$ 3.571.428,57*m²",Santa Mónica - Medellín - Antioquia
"Venta de apartamento en el mejor sector de El Velódromo. Area 60 M2. Son 2 habitaciones con clóset, dos baños cabinados; salón comedor y un amplio balcón con vista exterior. Cocina integral y zona de ropas independiente. Piso 4to.por cómodas escalas. Zona tranquila, muy arborizada, cerca a la estación Floresta del metro, a la iglesia de Lourdes, colegios Jesús María y San Ignacio. Alta valorización. Documentos al día para entrega inmediata! .",3,2,2,157 m²,157 m²,6,,16 a 30 años,2,$ 608.000 COP,"$ 4.458.598,73*m²",El Velódromo - Medellín - Antioquia
"EXCELENTE APARTAMENTO PARA LA VENTA EN CALASANZ. Con un área de 67 mtrs, tres alcobas, dos baños, cocina integral, salón comedor. Balcón. Excelente vista. Parqueadero cubierto. Unidad Completa..",3,1,,85 m²,85 m²,3,Excelente,9 a 15 años,5,$ 55.000 COP,"$ 2.929.411,76*m²",Calasanz - Medellín - Antioquia
"Si tu deseo es encontrar un lugar cálido, seguro, confortable y además amplio con buena iluminación para la tranquilidad de tu familia, ubicado en un buen sector de la ciudad, moderno, este lugar es para ti, te ofrece todas las posibilidades de diversion para ti y tu familia ya que cuenta con una amplia zona verde y parque infantil para tus hijos, además de la zona húmeda y la piscina, en el sector mas valorizado de la ciudad de Medellín..",3,2,1,88 m²,88 m²,5,Excelente,menor a 1 año,8,$ 420.000 COP,$ 6.250.000*m²,El Poblado - Medellín - Antioquia
"Apartamento en venta en unidad cerrada sector los balsos muy cerca al CC Santa Fe, Carulla, rutas de transporte publico y ubicación estratégica con fácil acceso a múltiples servicios complementarios. Piso en ceramica, puerta de seguridad, sala comedor, 3 alcobas con baño en la principal, cocina integral cerrada tipo americano, balcon y parqueaderos independientes cubiertos. Piscina, gym, parque infantil, salón social, sauna, zonas verdes, placa polideportiva, cancha de squash, vigilancia 24 horas, citofonia y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",3,3,2,140 m²,0 m²,6,,1 a 8 años,2,$ 475.000 COP,"$ 5.214.285,71*m²",Los Balsos - Medellín - Antioquia
"Impresionante pent-house-dúplex amueblado, inigualable, en un edificio moderno y representativo. Con vegetación alrededor de sus hermosos ventanales de piso a techo. Ascensor privado que te lleva a las dos plantas. En el primer piso, con un área de 150 m2, encontramos 2 habitaciones con baño y vestidor. la principal con estudio, cocina abierta, habitación de servicio. Planta superior, una gran terraza de 150 m2. Enorme jacuzzi rodeado de hermosas plantas exóticas, habitación diáfana con baño..",2,2,1,77 m²,77 m²,4,,,2,No definida,"$ 3.961.038,96*m²",El Poblado - Medellín - Antioquia
"Amplio, Moderno, iluminado, Remodelado!! Apartamento duplex de 295 mts, con 3 habitaciones con baño y Vestier, aire acondicionado en cada habitación. Biblioteca, Balcón en habitación principal. Alcoba de servicio, zona de ropas. Moderna Cocina Abierta. Salón grande y Comedor independiente. Cuenta con una espectacular terraza de 55 mts con Jacuzzi y Turco. Tiene 2 parqueaderos, cada uno con útil, y un cuarto útil adicional en el piso del apartamento. La unidad cuenta con portería 24/7, Juegos de niños y Piscina. Lugar ideal pues puedes caminar al centro comercial, la iglesia y varios restaurantes. .",3,2,,85 m²,85 m²,4,,,,No definida,"$ 5.470.588,24*m²",San Lucas - Medellín - Antioquia
"Apartamento en unidad cerrada sector los parra, fácil acceso desde la av el poblado. Cercanía a servicios complementarios de san Fernando plaza y de la milla de oro. Ubicación estratégica, rutas de transporte. piso en porcelanato y madera, puerta de seguridad, sala y comedor independiente, estar de tv, 3 alcobas con baño en cada una, cocina integral tipo americano, alcoba y baño de servicio, y parqueaderos cubiertos. Piscina, gym, sauna, parque infantil, cancha de squash, jacuzzi y amplias zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv...",3,4,2,140 m²,0 m²,6,Excelente,9 a 15 años,Otro,No definida,"$ 6.285.714,29*m²",LOS PARRA - Medellín - Antioquia
"CATALEYA un proyecto de arquitectura contemporánea en construcción tradicional, cuenta con una ubicación estratégica en Belén Rosales, a sólo media cuadra de la carrera 70, una cuadra de la avenida Bolivariana y una cuadra de la Avenida Nutibara, cerca a la glorieta de Bulerias y Unicentro Medellín. Este exclusivo proyecto está compuesto por una sola torre de 8 pisos apartamento por piso donde la privacidad y la tranquilidad van hacer parte fundamental del edificio..",3,2,,93 m²,93 m²,6,,,,No definida,"$ 6.774.193,55*m²",Belén Rosales - Medellín - Antioquia
"VENDO APARTAMENTO POBLADO - LOS BALSOS #2 -PEDIDO 455 MILLONES -72m2 -3 habitaciones -2 Baños -Balcón -Piso 2 con ascensor -2 parqueaderos independientes -1 cuarto útil -Ubicado en unidad cerrada con: piscina, salón social, juegos infantiles, parqueadero de visitantes y portería las 24 horas. -Estrato: 6 -Antigüedad: 20 años -Administración: 313 mil -Cerca al museo el castillo (s.h) .",2,2,1,75 m²,0 m²,5,Bueno,16 a 30 años,,$ 385.000 COP,"$ 6.133.333,33*m²",Los Balsos - Medellín - Antioquia
"Venta Apartamento Laureles, Medellín Disfruta de una unidad completa en pleno corazón de Laureles con piscina, sauna, salón social, gimnasio, ascensor, porteria 24 horas y juegos infantiles. Apartamento de 155m2, con 3 habitaciones, 3 baños, habitación del servicio con baño, estudio independiente, cocina integral con lavavajillas, balcón amplio. Piso 5. Cuenta con 2 parqueaderos, uno al lado del otro. No cuenta con cuarto útil. Edad: 11 años Administración: 800 mil pesos .",2,3,,154 m²,154 m²,6,,,,No definida,"$ 8.214.285,71*m²",Laureles - Medellín - Antioquia
"Apartamento en Zúñiga, Envigado. Precio negociable 475.000.000 Área 78.4 m. Tres alcobas. Dos balcones. 2 baños. Puerta de seguridad. Parqueadero doble lineal, salón de reuniones, ascensor. Construcción 2013 piso 4. Cuarto útil. 8 parqueaderos de visitantes. 38 apartamentos, 1 x piso. Adm. 332 mil. Portería 24 horas. .",2,2,2,180 m²,180 m²,6,Bueno,más de 30 años,2,$ 692.000 COP,"$ 4.166.666,67*m²",zuñiga - Envigado - Antioquia
"Apartamento Amoblado en el Poblado cerca a el Centrocomercial el tesoro y a la zona rosa del poblado. área por confirmar en escrituras 150Mtrs2 distribuifos en la Cocina amplia, sala, comedor, corredor de las habitaciones, 3 habitaciones, 2.5 banos, vestier y baño en la habitación principal, zona de ropas y una excelente vista. La propietaria vende, alquila o permuta preferiblemente en Miami .",3,2,,56 m²,0 m²,3,Bueno,9 a 15 años,12,$ 140.000 COP,"$ 3.571.428,57*m²",El Poblado - Medellín - Antioquia
"Apartamento en venta en unidad cerrada con facil acceso desde la Av. principal. Cuenta con piso en grano pulido, puerta de seguridad, sala y comedor independiente, estudio, biblioteca, estar de tv, 3 alcobas con baño en cada una, tina, cocina integral cerrada, alcoba y baño de servicio, balcon y parqueaderos paralelos cubiertos. Salón social, vigilancia 24 horas, citofonia, portería 24 horas, circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",3,1,,68 m²,68 m²,3,Bueno,16 a 30 años,2,No definida,"$ 2.573.529,41*m²",Castropol - Medellín - Antioquia
"Hermoso apartamento ubicado en el corazón la la Milla de Oro en el Poblado Medellín. Cuenta con 3 habitaciones, la principal con baño y vestier, las 2 auxiliares con closet y comparten baño; baño social, estudio, gran salón comedor con una vista hermosa, balcón, cocina abierta remodelada, zona de ropas y una gran despensa. Unidad completa con piscina de niños y adultos, gimnasio sauna y turco, cancha de tenis, salón social y una excelente zona verde con sendero para caminar. Agenda tu cita, y contáctame!!!Predial Trimestral $1.200.000Administración $510.000.",2,1,1,51 m²,51 m²,5,Excelente,1 a 8 años,Otro,$ 218.000 COP,"$ 6.176.470,59*m²",Milla de Oro - Medellín - Antioquia
"Apartamento en venta en unidad cerrada cerca a centros comerciales, avenidas principales, y rutas de transporte publico. Piso en ceramica, sala comedor, estudio, estar de tv, biblioteca, 3 alcobas con baño en la principal, cocina integral abierta tipo americano, balcon y parqueaderos lineales cubiertos. Piscina, gym, salón social, sauna, parque infantil, cancha de squash, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",3,3,2,200 m²,200 m²,5,,,9,$ 774.100 COP,$ 4.900.000*m²,Loma del Indio - Medellín - Antioquia
"APARTAMENTO EN UNIDAD CERRADA UBICADO INICIANDO EL SECTOR DE CAMINO VERDE DE ENVIGADO, CUENTA CON 2 ALCOBAS CON VESTIER, 2 BAÑOS, COCINA INTEGRAL, BALCON, PARQUEADERO Y CUARTO UTIL. ESTA UBICADO EN UN SECTOR MUY TRANQUILO Y RESIDENCIAL. EL APARTAMENTO CUENTA CON MUY BUEBNA VISTA, CERCA A LA UNIVERSIDAD ROSELLON, HOSPITAL MUA Y CON FACIL ACCESO A TRANSPORTE PUBLICO. COD: 27.772.",2,1,1,46 m²,44 m²,3,Excelente,menor a 1 año,4,$ 106.000 COP,"$ 4.173.913,04*m²",Camino verde - Envigado - Antioquia
"Rentahouse vende precioso apartamento de 123m2, piso 3 sin ascensor, con parqueadero cubierto y cuarto util, resalta su excelente ubicacion, consta de amplia sala-comedor y cocina en ambiente semi integrado, la cocina esta separada por una barra estilo americano, bastante amplia en forma de L, agradable balcón con vista a la calle que le da bastante iluminación natural a los espacios. Verlo es comprarlo!.",3,2,1,57 m²,57 m²,4,Bueno,16 a 30 años,,$ 273.000 COP,"$ 5.614.035,09*m²",Simón Bolivar - Medellín - Antioquia
"Hermoso apartamento ubicado en un sector estratégico y central tiene, un área de 65 mtrs , 2 habitaciones, 2 baños, cocina integral, zona de ropas, comedor, cuarto piso sin ascensor, parqueadero con puerta eléctrica. Cerca de supermercados, iglesia, estación de Metrocable, ¡excelente lugar para vivir o invertir!.",2,2,1,"47,63 m²",45 m²,3,Excelente,9 a 15 años,9,$ 177.000 COP,"$ 4.723.913,5*m²",San Javier - Medellín - Antioquia
"Apartamento en venta en unidad cerrada sector San Lucas con fácil acceso desde la Superior, rutas de transporte y ubicado a dos cuadras del Seniors Club y el complex de los Balsos. Cuenta con piso en mármol y madera, sala y comedor independiente, estudio, estar de tv, 3 alcobas con baño en cada una, cocina integral cerrada, alcoba y baño de servicio, balcon y parqueaderos independientes cubiertos. Unidad con Gym, salón social, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",4,3,,99 m²,0 m²,5,,más de 30 años,2,No definida,"$ 3.636.363,64*m²",San Lucas - Medellín - Antioquia
